ID,Адрес,Ссылка,Цена,Количество комнат,Общая площадь,Жилая площадь,Год постройки,Срок сдачи,Широта,Долгота,Расстояние до центра (км),Цена за м²,Возраст дома,санузел_другое,санузел_не указано,санузел_раздельный,санузел_совмещенный,"санузел_совмещенный, раздельный",окна_во двор,окна_другое,окна_на улицу,окна_не указано,ремонт_дизайнерский,ремонт_другое,ремонт_евро,ремонт_косметический,ремонт_требует ремонта,Мебель_есть,Техника_есть,тип_дома_блочный,тип_дома_другое,тип_дома_кирпичный,тип_дома_монолитно-кирпичный,тип_дома_монолитный,тип_дома_панельный,Пассажирский лифт_есть,Грузовой лифт_есть,Двор_закрытый,Двор_дет_площадка,Двор_спорт_площадка,парковка_другое,парковка_за шлагбаумом во дворе,парковка_нет_парковки,парковка_открытая во дворе,парковка_подземная,вид_сделки_возможна ипотека,вид_сделки_другое,вид_сделки_продажа апартаментов в москве,вид_сделки_прямая продажа,способ_продажи_другое,способ_продажи_не указано,способ_продажи_свободная,Этаж_относительный,Первый_этаж,Последний_этаж
5228485963955467717,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467717/,31160039.0,1,53.3,15.5,2028.0,2028,55.726173,37.6368904,3.5086928104632458,584616.1163227017,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.166667,0,0
5228485963955467774,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467774/,46457927.0,3,87.7,46.9,2028.0,2028,55.726173,37.6368904,3.5086928104632458,529736.9099201824,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.208333,0,0
5228485963955467775,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467775/,27696290.0,1,45.8,16.8,2028.0,2028,55.726173,37.6368904,3.5086928104632458,604722.4890829695,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.208333,0,0
5228485963955467842,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467842/,27696290.0,1,45.8,16.8,2028.0,2028,55.726173,37.6368904,3.5086928104632458,604722.4890829695,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.291667,0,0
5228485963955467899,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467899/,33489564.0,1,53.3,15.4,2028.0,2028,55.726173,37.6368904,3.5086928104632458,628322.0262664165,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.333333,0,0
5228485963955467901,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467901/,50055223.0,3,87.7,46.9,2028.0,2028,55.726173,37.6368904,3.5086928104632458,570755.1083238312,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.333333,0,0
5228485963955467926,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467926/,33854044.0,1,55.7,17.9,2028.0,2028,55.726173,37.6368904,3.5086928104632458,607792.5314183123,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.375,0,0
5228485963955467933,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467933/,30502353.0,1,43.2,16.4,2028.0,2028,55.726173,37.6368904,3.5086928104632458,706072.986111111,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.416667,0,0
5228485963955467935,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955467935/,39242577.0,2,68.2,29.4,2028.0,2028,55.726173,37.6368904,3.5086928104632458,575404.3548387097,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.375,0,0
5228485963955468614,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468614/,43584878.0,2,76.3,31.6,2028.0,2028,55.726173,37.6368904,3.5086928104632458,571230.3800786369,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.416667,0,0
5228485963955468642,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468642/,34198189.0,1,51.8,15.5,2028.0,2028,55.726173,37.6368904,3.5086928104632458,660196.6988416989,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.416667,0,0
5228485963955468645,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468645/,36263166.0,1,58.2,18.9,2028.0,2028,55.726173,37.6368904,3.5086928104632458,623078.4536082473,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.458333,0,0
5228485963955468708,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468708/,32009648.0,1,43.6,14.2,2028.0,2028,55.726173,37.6368904,3.5086928104632458,734166.2385321101,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.5,0,0
